values,attributes,fetal_health
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.008,fetal_movement,1.0
0.01,fetal_movement,1.0
0.01,fetal_movement,1.0
0.007,fetal_movement,1.0
0.007,fetal_movement,1.0
0.012,fetal_movement,1.0
0.012,fetal_movement,1.0
0.012,fetal_movement,1.0
0.014,fetal_movement,1.0
0.007,fetal_movement,1.0
0.008,fetal_movement,1.0
0.01,fetal_movement,1.0
0.012,fetal_movement,1.0
0.009,fetal_movement,1.0
0.011,fetal_movement,1.0
0.01,fetal_movement,1.0
0.014,fetal_movement,1.0
0.011,fetal_movement,1.0
0.006,fetal_movement,1.0
0.01,fetal_movement,1.0
0.01,fetal_movement,1.0
0.01,fetal_movement,1.0
0.01,fetal_movement,1.0
0.007,fetal_movement,1.0
0.006,fetal_movement,1.0
0.01,fetal_movement,1.0
0.011,fetal_movement,1.0
0.01,fetal_movement,1.0
0.016,fetal_movement,1.0
0.01,fetal_movement,1.0
0.008,fetal_movement,1.0
0.009,fetal_movement,1.0
0.008,fetal_movement,1.0
0.011,fetal_movement,1.0
0.011,fetal_movement,1.0
0.017,fetal_movement,2.0
0.019,fetal_movement,3.0
0.019,fetal_movement,3.0
0.025,fetal_movement,3.0
0.028,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,3.0
0.0,fetal_movement,2.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.048,fetal_movement,1.0
0.043,fetal_movement,1.0
0.032,fetal_movement,1.0
0.04,fetal_movement,1.0
0.051,fetal_movement,1.0
0.036,fetal_movement,1.0
0.037,fetal_movement,1.0
0.05,fetal_movement,1.0
0.035,fetal_movement,1.0
0.049,fetal_movement,1.0
0.049,fetal_movement,1.0
0.041,fetal_movement,1.0
0.05,fetal_movement,1.0
0.048,fetal_movement,1.0
0.054,fetal_movement,1.0
0.052,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.0,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.004,fetal_movement,1.0
0.005,fetal_movement,1.0
0.006,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,3.0
0.0,fetal_movement,3.0
0.002,fetal_movement,3.0
0.003,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.005,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,3.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.005,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.0,fetal_movement,3.0
0.002,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
